claim,label,language,output,correct,inconclusive
A recreational zone will be built in the area of ​​the zoo ...,true,ka,"ამ განცხადების სიზუსტის დასადგენად დამატებითი ინფორმაციაა საჭირო. თუ განცხადება ეფუძნება დადასტურებულ გეგმებს ან ოფიციალურ განცხადებებს, მაშინ ის შეიძლება იყოს „მართალი“ ან „ძირითადად მართალი“. თუ ეს მხოლოდ ჭორია ან არ არის დადასტურებული, მაშინ ის შეიძლება იყოს „ნახევრად მართალი“, „ძირითადად მცდარი“ ან „მცდარი“.

საბოლოო პასუხი: დამატებითი ინფორმაციის გარეშე, შეუძლებელია ზუსტი შეფასების გაკეთება.",False,True
"30,000 children could not go to school.The number of these children has been reduced to 6,000 in the last two years",false,ka,საბოლოო პასუხი: მართალია,False,True
"The American teacher's program was closed by Ivanishvili.Almost 3,000 Americans were coming to Georgia ...",half true,ka,საბოლოო პასუხი: მცდარი.,False,True
"You have increased administrative costs by 685 million GEL, which you have come to power.During the previous government the number of states was 101 thousand and in 2018 there were 116 thousand",mostly false,ka,"ამ პრეტენზიის შესაფასებლად საჭიროა რამდენიმე ფაქტორის გათვალისწინება:

1. **ადმინისტრაციული ხარჯების ზრდა**: თუ პრეტენზიაა, რომ ადმინისტრაციული ხარჯები გაიზარდა 685 მილიონი ლარით, საჭიროა გადამოწმება, თუ ეს მონაცემები სწორია და თუ ეს ზრდა ნამდვილად მოხდა ამ მთავრობის მმართველობის პერიოდში.

2. **სახელმწიფო სამსახურში დასაქმებულთა რაოდენობა**: პრეტენზიაა, რომ წინა მთავრობის დროს სახელმწიფო სამსახურში დასაქმებულთა რაოდენობა იყო 101 ათასი, ხოლო 2018 წელს ეს რიცხვი გაიზარდა 116 ათასამდე. ეს მონაცემები უნდა გადამოწმდეს შესაბამისი ოფიციალური წყაროებიდან.

თუ ორივე მონაცემი სწორია, მაშინ პრეტენზია შეიძლება ჩაითვალოს მართალად. თუ რომელიმე მონაცემი არასწორია ან არაზუსტია, მაშინ პრეტენზია შეიძლება ჩაითვალოს მცდარად ან ნაწილობრივ მართალად.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
"Cartu Bank does not issue mortgages, but as exceptions he issues mortgages ...",true,ka,საბოლოო პასუხი: მცდარი,False,True
In Ukraine the Orthodox Church,false,ka,"საკითხი, რომელიც ეხება უკრაინაში მართლმადიდებლურ ეკლესიას, საკმაოდ კომპლექსურია და მოითხოვს დამატებით კონტექსტს. უკრაინაში მართლმადიდებლური ეკლესია იყოფა ორ ძირითად ნაწილად: უკრაინის მართლმადიდებლური ეკლესია (მოსკოვის საპატრიარქო) და უკრაინის მართლმადიდებლური ეკლესია (კიევის საპატრიარქო), რომელიც 2018 წელს გახდა ავტოკეფალური და დამოუკიდებელი ეკლესია.

ამიტომ, პრეტენზია „In Ukraine the Orthodox Church“ არ არის საკმარისად დეტალური და არ ასახავს სრულ სურათს. 

საბოლოო პასუხი: ნახევრად მართალია.",False,True
"In Ukraine is strengthened, ruble is solid in Russia and the lari rate in Georgia is still falling",true,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
The salary in the regulatory commissions is 14-16 thousand GEL and its upper limit has not been established,true,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"The situation in energy deteriorates, investments are reduced",mostly true,ka,"ამ პრეტენზიის შეფასება მოითხოვს კონკრეტული მონაცემების და ფაქტების ანალიზს. მოდით, განვიხილოთ რამდენიმე ასპექტი:

1. **ენერგეტიკული სიტუაცია**: თუ ენერგეტიკული სიტუაცია მართლაც გაუარესდა, ეს შეიძლება გამოიხატოს ენერგიის მიწოდების პრობლემებში, ფასების ზრდაში ან სხვა ნეგატიურ ფაქტორებში. ეს შეიძლება იყოს მართალი ან მცდარი, დამოკიდებულია კონკრეტულ რეგიონზე და დროზე.

2. **ინვესტიციები**: ინვესტიციების შემცირება შეიძლება იყოს დაკავშირებული ენერგეტიკული სიტუაციის გაუარესებასთან, მაგრამ ეს არ არის აუცილებელი. ინვესტიციების შემცირება შეიძლება იყოს გამოწვეული სხვა ფაქტორებითაც, როგორიცაა ეკონომიკური კრიზისი, პოლიტიკური არასტაბილურობა ან სხვა.

ამიტომ, თუ არ გვაქვს კონკრეტული მონაცემები და ფაქტები, რთულია ზუსტად შეფასება.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
Georgia's credit rating has improved,true,ka,"იმისათვის, რომ განვსაზღვროთ, არის თუ არა პრეტენზია „Georgia's credit rating has improved“ მართალი, საჭიროა განვიხილოთ უახლესი მონაცემები და შეფასებები საკრედიტო რეიტინგის სააგენტოებისგან, როგორიცაა Moody's, Standard & Poor's (S&P) და Fitch Ratings. 

თუ ამ სააგენტოებიდან რომელიმემ ბოლო პერიოდში გააუმჯობესა საქართველოს საკრედიტო რეიტინგი, მაშინ პრეტენზია მართალია. თუ რეიტინგი არ შეცვლილა ან გაუარესდა, მაშინ პრეტენზია მცდარია.

საბოლოო პასუხი: მართალია (თუ უახლესი მონაცემები აჩვენებს, რომ საქართველოს საკრედიტო რეიტინგი გაუმჯობესდა).",False,True
"Within the framework of the program ""Produce in Georgia"", 12 p.",true,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
"“As you know, there has been no Georgia still there and there is still no crisis management center ...",mostly true,ka,საბოლოო პასუხი: მცდარი,False,True
2020-04-30T10: 55: 55Z,false,ka,"'2020-04-30T10: 55: 55Z' არის თარიღისა და დროის ISO 8601 ფორმატში ჩაწერილი სტრიქონი, რომელიც აღნიშნავს 2020 წლის 30 აპრილს, 10:55:55 (UTC) დროს. ეს არ არის პრეტენზია, რომელიც შეიძლება შეფასდეს როგორც მართალი ან მცდარი, რადგან ეს არის უბრალოდ თარიღისა და დროის მონაცემი.

საბოლოო პასუხი: მცდარი",False,True
"Compared to 2006, Georgia has improved from the 100th to 6th place in the Doing Business rating ...",mostly true,ka,"იმისათვის, რომ შევაფასოთ ეს პრეტენზია, საჭიროა გადავამოწმოთ Doing Business-ის რეიტინგები 2006 და 2023 წლებში. Doing Business-ის რეიტინგი არის მსოფლიო ბანკის მიერ გამოქვეყნებული ანგარიში, რომელიც აფასებს ბიზნესის კეთების სიმარტივეს სხვადასხვა ქვეყანაში.

2006 წელს, საქართველო ნამდვილად იყო 100-ე ადგილზე Doing Business-ის რეიტინგში. 2020 წლის Doing Business-ის ანგარიშის მიხედვით, საქართველო მე-7 ადგილზე იყო. თუმცა, 2021 წელს მსოფლიო ბანკმა შეწყვიტა Doing Business-ის ანგარიშების გამოქვეყნება, ამიტომ 2023 წლის მონაცემები არ არსებობს.

ამ ინფორმაციის საფუძველზე, პრეტენზია, რომ საქართველო 2006 წელს 100-ე ადგილიდან მე-6 ადგილზე გადავიდა Doing Business-ის რეიტინგში, არ არის ზუსტი, რადგან ბოლო ხელმისაწვდომი მონაცემებით, საქართველო მე-7 ადგილზე იყო და არა მე-6.

საბოლოო პასუხი: მცდარი",False,True
"According to the law, the budget should be presented by the Prime Minister in parliament, but Giorgi Kvirikashvili does not ...",mostly false,ka,საბოლოო პასუხი: მცდარი.,False,True
New initiatives in the 2017 budget are not reflected in election legislation,false,ka,საბოლოო პასუხი: მართალია,False,True
"Compared to the previous government, the economy is at least twice the pace increased in all directions",false,ka,"ამ პრეტენზიის შეფასება მოითხოვს კონკრეტული ეკონომიკური მონაცემების ანალიზს, როგორიცაა მშპ-ს ზრდის ტემპი, უმუშევრობის დონე, ინფლაცია და სხვა მაჩვენებლები, რომლებიც ასახავენ ეკონომიკის მდგომარეობას. თუ ამ მონაცემების საფუძველზე დადგინდება, რომ ეკონომიკა მართლაც ორჯერ უფრო სწრაფად იზრდება ყველა მიმართულებით, მაშინ პრეტენზია შეიძლება ჩაითვალოს მართლად. თუმცა, თუ მონაცემები აჩვენებს, რომ ზრდა არ არის ორჯერ უფრო სწრაფი ან არ არის ყველა მიმართულებით, მაშინ პრეტენზია შეიძლება ჩაითვალოს მცდარად ან ნაწილობრივ მართლად.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
"With the decisions of the Mayor of Poti, the budget has a loss of hundreds of thousands of GEL",mostly true,ka,საბოლოო პასუხი: ეს განცხადება „ნახევრად მართალია“.,False,True
"Compared to 2012, the remuneration of the Ministry of Justice increased by GEL 20 million when ...",half true,ka,საბოლოო პასუხი: მართალია.,False,True
Budget revenues are at a historic maximum,half true,ka,"იმისათვის, რომ განვსაზღვროთ, არის თუ არა პრეტენზია „ბიუჯეტის შემოსავლები ისტორიულ მაქსიმუმზეა“ მართალი, საჭიროა რამდენიმე ფაქტორის გათვალისწინება:

1. **მონაცემების წყარო**: უნდა დავადგინოთ, თუ რა მონაცემებზეა დაყრდნობილი ეს პრეტენზია. ოფიციალური ბიუჯეტის შემოსავლების მონაცემები, როგორც წესი, ქვეყნდება მთავრობის ფინანსური უწყებების მიერ.
2. **ისტორიული შედარება**: უნდა შევადაროთ მიმდინარე ბიუჯეტის შემოსავლები წინა წლების მონაცემებს. თუ მიმდინარე შემოსავლები მართლაც ყველაზე მაღალია, მაშინ პრეტენზია შეიძლება იყოს მართალი.
3. **ინფლაცია და ეკონომიკური ზრდა**: უნდა გავითვალისწინოთ ინფლაცია და ეკონომიკური ზრდა, რადგან ნომინალური შემოსავლების ზრდა შეიძლება არ ასახავდეს რეალურ ზრდას.

თუ ყველა ეს ფაქტორი ადასტურებს, რომ მიმდინარე ბიუჯეტის შემოსავლები მართლაც ყველაზე მაღალია ისტორიულად, მაშინ პრეტენზია მართალია. თუ არა, მაშინ პრეტენზია შეიძლება იყოს მცდარი ან ნაწილობრივ მართალი.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
"Compared to 2012, in 2019 we will spend 580 million GEL more on bureaucracy",mostly false,ka,"ამ პრეტენზიის სიზუსტის შესაფასებლად საჭიროა 2012 და 2019 წლების ბიუროკრატიული ხარჯების მონაცემები. თუ 2012 წელს ბიუროკრატიული ხარჯები იყო X მილიონი GEL და 2019 წელს ეს ხარჯები გაიზარდა X + 580 მილიონ GEL-ით, მაშინ პრეტენზია მართალია. თუ სხვაობა ნაკლებია ან მეტი, მაშინ პრეტენზია შეიძლება იყოს „ნახევრად მართალია“, „ძირითადად მცდარი“ ან „მცდარი“.

საბოლოო პასუხი: „მართალია“, თუ მონაცემები ადასტურებს 580 მილიონი GEL-ით ზრდას. სხვა შემთხვევაში, საჭიროა დამატებითი მონაცემები სიზუსტის დასადგენად.",False,True
In 2002 Human Rights Watch and Amnesty International noted that Koba Narchemashvili Torture and ...,true,ka,"საბოლოო პასუხი: მცდარი

ამ განცხადების სიზუსტის დასადასტურებლად საჭიროა დამატებითი ინფორმაცია და წყაროების შემოწმება. თუმცა, მოცემული ფორმით, ის არ შეიცავს საკმარის დეტალებს და კონტექსტს, რომ იყოს შეფასებული როგორც მართალი ან მცდარი.",False,True
50% of our population lives in poverty,half true,ka,საბოლოო პასუხი: მცდარი.,False,True
"If you export tomatoes from Georgia to Turkey, you have 300% taxpay, and when tomatoes enter, the levy is ...",false,ka,"საბოლოო პასუხი: მცდარი

Tomatoes exported from Georgia to Turkey are not subject to a 300% tax. The actual tax rates and levies can vary based on trade agreements, tariffs, and other economic policies in place between the two countries. The claim of a 300% tax is not accurate.",False,True
"The share of loans in dollars is reduced to 58%, the government team successfully successfully the larization reform ...",half true,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
"In 2014-2016 we have fully restored all kindergartens in Telavi, for which I am 400,000 GEL ...",true,ka,"ამ პრეტენზიის სიზუსტის შესაფასებლად საჭიროა რამდენიმე ფაქტორის გათვალისწინება:

1. **დროის პერიოდი**: 2014-2016 წლები.
2. **ადგილმდებარეობა**: Telavi.
3. **მიზანი**: ყველა საბავშვო ბაღის სრული აღდგენა.
4. **ხარჯი**: 400,000 GEL.

თუ ეს ინფორმაცია დადასტურებულია და ზუსტია, მაშინ პრეტენზია შეიძლება იყოს მართალი. თუმცა, თუ რომელიმე ეს ფაქტორი არ შეესაბამება რეალობას, პრეტენზია შეიძლება იყოს მცდარი ან ნაწილობრივ მცდარი.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
The Georgian government has decided to stop supplying electricity to the population of Abkhazia,false,ka,საბოლოო პასუხი: მცდარი.,False,True
Human rights are not violated in our penitentiary system ...,false,ka,საბოლოო პასუხი: მცდარი.,False,True
"On the elements of outside presidential elections, all organization reports are written",true,ka,საბოლოო პასუხი: მცდარი.,False,True
Kakha Kaladze arrived in Tkibuli and said that 17 blocks already have gas.None have,mostly true,ka,საბოლოო პასუხი: მცდარი,False,True
"In Khelvachauri, so calledEco -migrants living in the ""Dream City"" are satisfied with housing",mostly false,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"“Under the current law [on Georgian citizenship], you must first sign a document that you were not any ...",mostly false,ka,საბოლოო პასუხი: ნახევრად მართალია,False,True
"We had a 700 million investment from India, and more than 1 billion from South Korea from South Korea",mostly false,ka,საბოლოო პასუხი: მცდარი.,False,True
"""About 80 tons of rice were brought to Georgia for the first time this year""",mostly true,ka,საბოლოო პასუხი: მართალია.,False,True
In 2016-2017 it will have one of the highest economic growth in the region of Georgia,mostly true,ka,საბოლოო პასუხი: მცდარი.,False,True
I requested public information from Batumi City Hall in 2015 and received an answer a year later,true,ka,საბოლოო პასუხი: მართალია,False,True
"You say that as a result of the Spring Work Support Program has not increased the crop area, though this is not the case",false,ka,საბოლოო პასუხი: მცდარი,False,True
Protects neutrality with respect to the State Football Federation elections,false,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
Judges are uncontrollably promoted,true,ka,"საბოლოო პასუხი: მცდარი

მოსამართლეების დაწინაურება ჩვეულებრივ რეგულირდება მკაცრი პროცედურებით და კრიტერიუმებით, რომლებიც მოიცავს პროფესიულ გამოცდილებას, კვალიფიკაციას და ზოგჯერ პოლიტიკურ ან იურიდიულ შეფასებებს. ეს პროცესი არ არის ""უკონტროლო"", რადგან არსებობს მრავალი მექანიზმი და ინსტიტუცია, რომლებიც უზრუნველყოფენ, რომ დაწინაურება მოხდეს სამართლიანად და კანონიერად.",False,True
"None of the facts have been reported in the temporary detention isolator.Foreigner ... Mostly True
Pt piaui.uol.com.br Sep 9, 2014 - O Congresso ével mais Alto do poder legislativo do brasil e ... Senadores Passara votaçъo dos deputados de ser ...Defesa, A Intervençemona E o ... Isso Porque Cada Estado Tem O Mesmo Número de Senadores (Três), ... Veja Também.Plenário ... Enquanto Isso, As Fronteiras EsteurTas, Enquanto Isso, O Apoio à Polícia Federal, ... Sr.Presidente, Eu Instantes Falava, No Senado Federal, ... FOI SENADOR.Para a rejeiçúo do veto necsessária a maioria absoluta dos votos de deputados e ...No Estado ...... De Adiamento, Por Entender Que Isso é um engodo.",false,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"In the three quarters of 2015, investments decreased by 17%.Investments are reduced in agriculture d ...",mostly true,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
“We have a catastrophic situation in the self -government bodies.Women's involvement in self -org ...,mostly false,ka,საბოლოო პასუხი: ინფორმაცია არასაკმარისია.,False,True
"“Revenue is reduced, there is a serious loss in the budget income.The previous month's report ...",mostly true,ka,"საბოლოო პასუხი: ინფორმაცია არასრულია და არ არის საკმარისი იმის დასადგენად, თუ რამდენად მართალია ეს პრეტენზია. ამიტომ, ამ ეტაპზე ვერ ვაძლევ კონკრეტულ შეფასებას.",False,True
The National Bank does not understand the recommendation of IMF in the financial sector ...,false,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
"“We are a political team whose budget has increased 10 times, 7-8%of the economy ...",mostly true,ka,"ამ განცხადების სიზუსტის შესაფასებლად საჭიროა მეტი ინფორმაცია. კერძოდ, უნდა ვიცოდეთ, თუ რომელი პოლიტიკური გუნდის ან ქვეყნის შესახებ არის საუბარი, რა პერიოდის განმავლობაში გაიზარდა ბიუჯეტი 10-ჯერ და როგორია ეკონომიკის 7-8% მაჩვენებელი. ამ მონაცემების გარეშე შეუძლებელია ზუსტი შეფასების გაკეთება.

საბოლოო პასუხი: ნახევრად მართალია",False,True
Irakli Gharibashvili on Christmas Epistle and Surrogacy,half true,ka,"Irakli Gharibashvili's statements on the Christmas Epistle and surrogacy would need to be evaluated based on the specific content and context of his claims. Without the exact details of what he said, it is impossible to accurately categorize the truthfulness of his statements. 

To provide a precise evaluation, one would need to analyze the specific claims made by Gharibashvili, cross-reference them with factual information, and consider the context in which they were made.

Given the lack of specific information in the query, I cannot definitively categorize the claim.

Final answer: ნახევრად მართალია",False,True
"Every seventh person in the country borrowed money with money, and every third person is ...",true,ka,საბოლოო პასუხი: მცდარი,False,True
"According to David Sergeenko, you got a change in prices for medicines by a survey of Geostat population ...",mostly false,ka,საბოლოო პასუხი: მართალია.,False,True
“The cost of the 2013 budget was GEL 703 million.Tax revenues with 633 million GEL ...,true,ka,საბოლოო პასუხი: მართალია,False,True
"With the new electoral system, the Georgian Dream received only 12 seats in the 2016 election ...",half true,ka,"საბოლოო პასუხი: მცდარი. 

2016 წლის საპარლამენტო არჩევნებში, „ქართული ოცნება“ (Georgian Dream) მოიპოვა 115 მანდატი 150-დან, რაც ბევრად მეტია 12 მანდატზე.",False,True
"The Ukrainian authorities have said that the Russian language should be banned, and all who speak Russian in Russian should be banned ...",false,ka,"საბოლოო პასუხი: მცდარი

უკრაინის ხელისუფლებას არ გამოუცხადებია, რომ რუსული ენა უნდა აიკრძალოს და ყველა, ვინც რუსულად ლაპარაკობს, უნდა აიკრძალოს. თუმცა, უკრაინაში რუსული ენის გამოყენებასთან დაკავშირებით გარკვეული შეზღუდვები და რეგულაციები არსებობს, განსაკუთრებით საჯარო სექტორში და განათლებაში, რაც მიზნად ისახავს უკრაინული ენის გაძლიერებას და ეროვნული იდენტობის დაცვას.",False,True
The state will spend 15 million GEL on Abastumani's amenities,mostly false,ka,"ამ პრეტენზიის სიზუსტის დასადგენად საჭიროა დამატებითი ინფორმაცია და წყაროები. თუ არსებობს ოფიციალური დოკუმენტები ან სანდო წყაროები, რომლებიც ადასტურებენ, რომ სახელმწიფო ნამდვილად გეგმავს 15 მილიონი ლარის დახარჯვას აბასთუმნის კეთილმოწყობაზე, მაშინ პრეტენზია შეიძლება ჩაითვალოს „მართალი“. თუ თანხა ან პროექტის დეტალები განსხვავებულია, მაშინ პრეტენზია შეიძლება იყოს „ნახევრად მართალი“ ან „ძირითადად მცდარი“.

საბოლოო პასუხი: „ნახევრად მართალია“ (თუ არ გვაქვს დამატებითი ინფორმაცია).",False,True
The water in Khelvachauri is pulled out but not a drink,true,ka,საბოლოო პასუხი: მცდარი.,False,True
"Half of Georgia's population does not have gas, firewood is heated",half true,ka,"საბოლოო პასუხი: მცდარი

ეს პრეტენზია არ შეესაბამება რეალობას. საქართველოს მოსახლეობის უმეტესობა აქვს წვდომა ბუნებრივ გაზზე და სხვა გათბობის საშუალებებზე. Firewood heating is not the primary source of heating for half of the population.",False,True
We only get debt to finance infrastructure projects,mostly true,ka,"საბოლოო პასუხი: მცდარი

მიუხედავად იმისა, რომ ინფრასტრუქტურული პროექტები ხშირად ფინანსდება ვალით, ქვეყნები და ორგანიზაციები ასევე იღებენ ვალს სხვა მიზნებისთვის, როგორიცაა ბიუჯეტის დეფიციტის დაფარვა, სოციალური პროგრამების დაფინანსება, საგარეო ვალის რეფინანსირება და სხვა. ამიტომ, პრეტენზია, რომ ვალი მხოლოდ ინფრასტრუქტურული პროექტებისთვის გამოიყენება, არ არის სწორი.",False,True
The 24th place of Georgia's shift in the ranking of business has led to a change in methodology,mostly true,ka,საბოლოო პასუხი: მცდარი.,False,True
The reduction of the amount of penalties in the budget was due to the reduction of the volume of penalties,half true,ka,საბოლოო პასუხი: მართალია.,False,True
"The previous president pardoned 35,000 people, I - 3 500",mostly true,ka,საბოლოო პასუხი: მცდარი.,False,True
"According to the World Bank report, Georgia's rating has improved and show me the record for the last 18 years ...",mostly true,ka,"საბოლოო პასუხი: ნახევრად მართალია

მიუხედავად იმისა, რომ შეიძლება არსებობდეს World Bank-ის ანგარიში, რომელიც აჩვენებს საქართველოს რეიტინგის გაუმჯობესებას, არ არის მოცემული კონკრეტული ინფორმაცია ან მონაცემები ბოლო 18 წლის განმავლობაში. ამიტომ, ეს განცხადება ნაწილობრივ მართალია, მაგრამ არ არის სრული და ზუსტი.",False,True
The previous government sold the specially created company for a minimum price and then 1 ...,true,ka,საბოლოო პასუხი: არასაკმარისი ინფორმაცია.,False,True
"According to the government, we received 355 million from investments, but 207 million of them on equipment ...",mostly false,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"""As of 2014, exports have increased significantly ...""",mostly false,ka,"იმისათვის, რომ ამ პრეტენზიას მივანიჭოთ სწორი შეფასება, საჭიროა მეტი ინფორმაცია. კონკრეტულად, უნდა ვიცოდეთ, რომელ ქვეყანაზე ან რეგიონზეა საუბარი, რა ტიპის ექსპორტზეა საუბარი და რა მონაცემები არსებობს 2014 წლის შემდეგ. თუ ეს ინფორმაცია არ გვაქვს, შეუძლებელია ზუსტად განვსაზღვროთ, რამდენად მართალია ეს პრეტენზია.

საბოლოო პასუხი: ვერ განისაზღვრება.",False,True
He had the only negative assessment [in the Venice Commission and OSCE reports] that the last vote ...,false,ka,"იმისათვის, რომ განვსაზღვროთ, არის თუ არა ეს პრეტენზია მართალი, საჭიროა ვნახოთ Venice Commission-ისა და OSCE-ის ანგარიშები და შევამოწმოთ, თუ ნამდვილად მხოლოდ ერთი უარყოფითი შეფასება იყო ბოლო არჩევნებთან დაკავშირებით.

Venice Commission და OSCE ხშირად აკეთებენ შეფასებებს არჩევნების შესახებ და მათი ანგარიშები შეიძლება შეიცავდეს სხვადასხვა პოზიტიურ და ნეგატიურ შეფასებებს. თუ ამ კონკრეტულ შემთხვევაში მხოლოდ ერთი უარყოფითი შეფასება იყო და ეს შეფასება ეკუთვნოდა კონკრეტულ პირს, მაშინ პრეტენზია შეიძლება იყოს მართალი. თუმცა, თუ სხვა უარყოფითი შეფასებებიც იყო, მაშინ პრეტენზია მცდარია.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
"In the last five years, the population of Georgia has declined by 800,000 people: 4.5 million people - ""National ...",false,ka,"საბოლოო პასუხი: მცდარი

Population data for Georgia (the country) does not support a decline of 800,000 people over the last five years. According to various sources, including national statistics and international organizations, the population of Georgia has not experienced such a significant decrease.",False,True
"Construction of gardens starting in three villages of Adjara was to be completed in 2015, but it was not completed",mostly true,ka,საბოლოო პასუხი: მართალია.,False,True
"The Georgian Dream has received government debt of GEL 8.5 billion, and today it is GEL 18.5 billion",mostly true,ka,"ამ პრეტენზიის სიზუსტის შესამოწმებლად საჭიროა რამდენიმე ფაქტორის გათვალისწინება, მათ შორის მთავრობის ვალის მოცულობა, როდესაც „ქართული ოცნება“ მოვიდა ხელისუფლებაში და მიმდინარე ვალის მოცულობა.

1. „ქართული ოცნება“ მოვიდა ხელისუფლებაში 2012 წელს.
2. 2012 წელს საქართველოს მთავრობის ვალი იყო დაახლოებით 8.5 მილიარდი ლარი.
3. 2023 წლის მონაცემებით, საქართველოს მთავრობის ვალი დაახლოებით 18.5 მილიარდი ლარია.

ამ მონაცემების საფუძველზე, პრეტენზია, რომ „ქართული ოცნება“ მიიღო 8.5 მილიარდი ლარის ვალი და დღეს ის არის 18.5 მილიარდი ლარი, შეესაბამება რეალობას.

საბოლოო პასუხი: მართალია.",False,True
"""Seorang Pasien Dalam Pengawasan Covid-19 (PDP) Mengamuk di Pintu Rumah Sakit Pamekasan Madura""",false,ka,საბოლოო პასუხი: მართალია.,False,True
The previous government left the Treasury account of up to GEL 2 billion ... now its volume is 558 million ...,false,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
"""The defendants have given many new rights""",mostly true,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
"As of today, the Ministry of Finance has moved from formal activities to real actions ...",half true,ka,"ამ განცხადების სიზუსტის დასადგენად საჭიროა დამატებითი ინფორმაცია. ჩვენ უნდა ვიცოდეთ, თუ რა კონკრეტული ქმედებები განახორციელა ფინანსთა სამინისტრომ და როგორ განისაზღვრება „ფორმალური აქტივობები“ და „რეალური ქმედებები“. თუ ეს ინფორმაცია არ გვაქვს, შეუძლებელია ზუსტად განვსაზღვროთ განცხადების სიზუსტე.

საბოლოო პასუხი: ნახევრად მართალია",False,True
“This system [Department of Veterans Affairs] returned to the government.It's been a few months now and no ...,mostly true,ka,საბოლოო პასუხი: მცდარი,False,True
Construction of 14 new schools and 23 schools are planned in Adjara,true,ka,"იმისათვის, რომ განვსაზღვროთ, არის თუ არა პრეტენზია «მართალია», «ძირითადად მართალია», «ნახევრად მართალია», «ძირითადად მცდარი» ან «მცდარი», საჭიროა დამატებითი ინფორმაცია. კერძოდ, უნდა ვიცოდეთ, არის თუ არა ეს ინფორმაცია დადასტურებული სანდო წყაროებით, როგორიცაა მთავრობის განცხადებები, ოფიციალური დოკუმენტები ან სხვა სანდო წყაროები.

თუ ეს ინფორმაცია დადასტურებულია სანდო წყაროებით, მაშინ პრეტენზია შეიძლება ჩაითვალოს «მართალია». თუ ინფორმაცია ნაწილობრივ დადასტურებულია ან შეიცავს მცირე უზუსტობებს, მაშინ შეიძლება ჩაითვალოს «ძირითადად მართალია» ან «ნახევრად მართალია». თუ ინფორმაცია არ არის დადასტურებული ან შეიცავს მნიშვნელოვან უზუსტობებს, მაშინ შეიძლება ჩაითვალოს «ძირითადად მცდარი» ან «მცდარი».

საბოლოო პასუხი: ამ ეტაპზე, დამატებითი ინფორმაციის გარეშე, ვერ განვსაზღვრავ პრეტენზიის სიზუსტეს.",False,True
TBC Bank attracted not a direct investment but a portfolio investment.Foreign Invest ...,mostly false,ka,საბოლოო პასუხი: მართალია.,False,True
