claim,label,language,output,final_answer,correct,inconclusive
"For 21 countries in Sub-Saharan Africa, ""we simply do not have data to say anything about trends in poverty.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Says GOP U.S. Senate candidate Darryl Glenn ""wants to eliminate the Department of Education"" and jeopardize college funding for 320,000 Coloradans.",true,en,Final Answer: True,true,True,False
Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget.,false,en,Final Answer: False,false,True,False
"Women ""make 77 cents for every dollar a man earns.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Dan Patrick said that if women ""get paid less than a man for the same job, that that’s not a problem.""",half true,en,Final Answer: False,false,False,False
"If Florida had not taken the stimulus, it ""would have led to the firing of 20,000 teachers.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
Says Ken Cuccinelli supported a law that could allow people to carry missile launchers into airports.,mostly false,en,Final Answer: Mostly False,mostly false,True,False
Nearly 45 percent of the women who receive health screenings through (the Women’s Health Program) do so at a Planned Parenthood health center.,half true,en,Final Answer: True,true,False,False
I took the state of Ohio from an $8 billion hole … to a $2 billion surplus.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
There's no rationing in any of these bills.,false,en,Final Answer: False,false,True,False
"GM has ""repaid our government loan, in full, with interest, five years ahead of the original schedule.""",half true,en,Final Answer: True,true,False,False
"Someone can write an article or book, totally make up stories and form a picture of a person that is literally the exact opposite of the fact, and get away with it without retribution or cost. Don’t know why Washington politicians don’t change libel laws?",false,en,Final Answer: Mostly True,mostly true,False,False
Her campaign and her supporters in her campaign were the ones that borne out the birther movement.,half true,en,Final Answer: Mostly False,mostly false,False,False
"Says 97 percent of food stamp benefits ""are paid in the proper amounts to people who are really eligible.""",true,en,Final Answer: Mostly True,mostly true,False,False
"Over half of the people who would be taxed under (a millionaire surtax) are, in fact, small businesspeople.",false,en,Final Answer: Mostly True,mostly true,False,False
The Arab and the Muslim nations get twice as much money as Israel.,mostly true,en,Final Answer: Mostly False,mostly false,False,False
"Go look on the West Point website and you’ll see those specific words, ‘full scholarship to West Point.’ So even though it is, you know, given as a grant for anybody who gets in, those words are used.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Since 2001, higher education in the state has been cut or allowed to erode ... by 35 or 40 percent.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"What the facts say is ... ""the best scenario for kids is a loving mom and dad.""",false,en,Final Answer: Mostly True,mostly true,False,False
"Today, 27 million people .. are enslaved.",mostly true,en,Final Answer: True,true,False,False
"Says Wisconsin Gov. Scott Walker eliminated ""cancer screenings for uninsured women"" and offered ""no alternatives.""",false,en,Final Answer: Mostly False,mostly false,False,False
A provision of the Senate immigration bill would require you to have government permission to get a second job.,half true,en,Final Answer: False,false,False,False
Swaziland has the highest rate of HIV infection in the world.,true,en,Final Answer: True,true,True,False
"Says Rex ""Tillerson won't divest from Exxon.""",false,en,Final Answer: True,true,False,False
"For several days in July of 2012, Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month, an estimated 97% of the ice sheet thawed.",half true,en,Final Answer: True,true,False,False
"Claims Joe Biden said ""coal is more dangerous than terrorists.""",mostly false,en,Final Answer: False,false,False,False
"Says Mark Hass ""raised your taxes by $1 billion in a single day.""",half true,en,Final Answer: False,false,False,False
"Says when an interviewer asked Donald Trump if he treats women with respect, Trump replied, ""I can't say that.""",mostly false,en,Final Answer: False,false,False,False
You know our current president is (Muslim). You know he's not even an American.,false,en,Final Answer: False,false,True,False
"We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.",false,en,Final Answer: Mostly False,mostly false,False,False
Says the Beaumont school district’s superintendent is the highest-paid in the state.,half true,en,Final Answer: Mostly True,mostly true,False,False
"Tommy Thompson is the father of welfare reform, creating the groundbreaking Wisconsin Works program in Wisconsin that became the model for national and international reforms.",true,en,Final Answer: Mostly True,mostly true,False,False
There's a 1.5 percent to 2 percent overhead in Medicare. The insurance companies have a 20 percent to 30 percent overhead.,half true,en,Final Answer: Mostly True,mostly true,False,False
"Says Barack Obama ""put in place a board that can tell people ultimately what treatments they're going to receive.""",mostly false,en,Final Answer: Mostly False,mostly false,True,False
We’ve started building the wall.,mostly false,en,Final Answer: Mostly True,mostly true,False,False
Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.,true,en,Final Answer: True,true,True,False
"Says the Dickey Amendment ""prevents the Centers for Disease Control and Prevention from even researching the relationship between gun violence and public health. ... The government can’t study gun violence but is spending $400,000 analyzing the effects of Swedish massages on rabbits.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Says ""the typical homeowner will pay $4 more per month"" if library district passes.",true,en,Final Answer: Half True,half true,False,False
I supported the surge when you didn't.,false,en,Final Answer: Mostly True,mostly true,False,False
"Building a wall on the U.S.-Mexico border ""will take literally years.""",true,en,Final Answer: Mostly True,mostly true,False,False
"Every (Wisconsin) legislator that votes for this bill will have to ""give up the same amount of pay"" as other state employees.",true,en,Final Answer: False,false,False,False
"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the program’s cost, while one-third are elderly, and they account for two-thirds of the cost.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"Says an amendment specifying when military members may use deadly force ""does nothing to change existing rules of engagement for American service members.""",true,en,Final Answer: Mostly True,mostly true,False,False
"After the U.S.-led military alliance ejected Saddam Hussein’s forces from Kuwait in 1991, the Kuwaitis ""never paid us.""",false,en,Final Answer: Mostly False,mostly false,False,False
"Deficit spending ‘exploded during the Obama administration’ to $5.3 trillion over four years, compared to $2 trillion in eight years under President George W. Bush.",mostly true,en,"To evaluate the claim, we need to look at the context of deficit spending during both the Obama and Bush administrations.

1. **Deficit Spending Under Obama**: The Obama administration (2009-2017) did indeed see significant deficit spending, particularly in the early years due to the financial crisis and the subsequent stimulus measures. The total deficit over his two terms was approximately $5.3 trillion.

2. **Deficit Spending Under Bush**: The George W. Bush administration (2001-2009) had a total deficit of about $2 trillion over his two terms. This includes the costs of the wars in Iraq and Afghanistan, as well as tax cuts.

3. **Comparison**: The claim states that deficit spending ""exploded"" during Obama's administration compared to Bush's. While it is true that the deficit was higher during Obama's presidency, the term ""exploded"" can be subjective. The increase in deficit spending was largely a response to the economic crisis and was part of recovery efforts.

Given this analysis, the claim is accurate in terms of the numbers presented but may be seen as somewhat misleading due to the context of the economic conditions that led to the increased spending.

Final Answer: Mostly True",mostly true,True,False
"Says ""Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.""",mostly false,en,Final Answer: False,false,False,False
"When George Bush said we shouldn't investigate why the government's response to Hurricane Katrina was so incompetent, John McCain stood with him.",half true,en,Final Answer: Mostly False,mostly false,False,False
Says a growing number of extremely premature babies survive into healthy childhood.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent.,true,en,Final Answer: Mostly True,mostly true,False,False
"In Rick Perry's Texas, the governor threatens to leave, to secede from the greatest country in the world.",false,en,Final Answer: Mostly True,mostly true,False,False
Michelle Nunn’s own plan says she funded organizations linked to terrorists.,false,en,Final Answer: False,false,True,False
[E]xcise tax increases drive commerce across state lines.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"The Benghazi probe is ""the longest-running congressional investigation ever.""",false,en,Final Answer: Mostly True,mostly true,False,False
"A new bill ""was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.""",false,en,Final Answer: True,true,False,False
"Says Mitt Romney and Paul Ryan ""want to turn Medicare into a voucher system.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
We confer more PhDs each year than any other university in America except Berkeley.,mostly false,en,Final Answer: Mostly True,mostly true,False,False
"The state has ""less employees this year than we did last year.""",mostly true,en,Final Answer: Half True,half true,False,False
"Says the media created the term ""polar vortex"" and the cold air proves ""the ice isn’t melting.""",false,en,Final Answer: Mostly False,mostly false,False,False
"Says North Carolinians are ""already paying for"" Medicaid expansion, even though the state hasn’t expanded Medicaid.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"On average, Americans spend less than 10 percent of their disposable income on food. Compare that to folks in Mexico, who spend 22 percent, China, 28 percent and Russia, 37 percent.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
It’s been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.,true,en,Final Answer: True,true,True,False
This kind of snowstorm happens every 10 or 15 years.,true,en,Final Answer: Half True,half true,False,False
Washington has incentivized the militarization of local police precincts.,true,en,Final Answer: Mostly True,mostly true,False,False
"Today, the deficit is ""below the average deficits over the past 40 years.""",mostly true,en,Final Answer: True,true,False,False
"In San Francisco, we were successful in reducing our street population 40 percent. We got 12,000 people off the street.",half true,en,Final Answer: Mostly True,mostly true,False,False
"Says that according to one economist, $1 of unemployment benefits boosts the economy by $1.61.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
Says local Texas chambers of commerce were granted exemptions from paying property taxes on their headquarter properties.,true,en,Final Answer: True,true,True,False
Obamacare is going to increase the divorce rate.,false,en,Final Answer: Mostly False,mostly false,False,False
"Says opponent Kathie Tovo ""believes that Austin invests too much in the cops, firefighters and paramedics that protect our families and neighborhoods.""",mostly true,en,Final Answer: Mostly False,mostly false,False,False
"If we went back to the obesity rates that existed in 1980, that would save the Medicare system a trillion dollars.",false,en,Final Answer: Mostly True,mostly true,False,False
"Obama voted ""to cut off funding for our American troops on the battlefield.""",mostly false,en,Final Answer: Mostly False,mostly false,True,False
The Republicans have repeatedly said that they agree with 80 percent of what's in our bill.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"The National Park Service has ""an annual budget that is less than the city of Austin.""",true,en,Final Answer: Mostly True,mostly true,False,False
"By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Fireworks have never been safer, and their use continues to increase each year.",true,en,Final Answer: Mostly False,mostly false,False,False
The [Obama] administration’s regulatory assault on coal-fired energy has put thousands of Americans out of work,mostly false,en,Final Answer: Mostly True,mostly true,False,False
"The estimated price of President Trump’s border wall is the same as the cost of ""one and a half aircraft carriers.""",true,en,Final Answer: Mostly True,mostly true,False,False
"Mexico receives ""approximately $24 billion a year in remittances from Mexican nationals working in the United States. The majority of that amount comes from illegal aliens.""",half true,en,Final Answer: Mostly True,mostly true,False,False
"Page 992 of the health care bill will ""establish school-based 'health' clinics. Your children will be indoctrinated and your grandchildren may be aborted!""",false,en,Final Answer: False,false,True,False
"Says the Austin metro region ""will lead"" the nation ""with population growth over 50%"" over the next 30 years.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.,true,en,"To evaluate the claim, we need to compare the job creation numbers from the first six months of the current year to the total job creation in 2011. If the job creation in the first half of the current year matches or exceeds the total for 2011, then the claim would be considered true. 

If 2011 was indeed the best year for private-sector job growth since 2000, we would also need to verify that the job growth in 2011 was higher than in any other year from 2000 to the present.

Without specific data on job creation numbers for the first six months of the current year and the total for 2011, I cannot definitively assess the accuracy of the claim. However, if the statement is based on accurate data, it could be considered 'True' or 'Mostly True'.

Given the context and typical job growth trends, I would lean towards the claim being 'Mostly True', assuming the numbers are close but not exact.

Final Answer: Mostly True",mostly true,False,False
"Says Jeb Bush ""once held $1 million in family planning grants hostage until the programs receiving the money agreed not to discuss birth control at all.""",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"Says U.S. Reps. Phil Gingrey and Jack Kingston have ""even changed votes to what I voted, multiple times.""",mostly false,en,Final Answer: Half True,half true,False,False
Says he never said he would keep education funding the same.,false,en,Final Answer: False,false,True,False
"Says Congressman Jon Runyan does not want to cut taxes for the middle class, but only for millionaires.",mostly false,en,Final Answer: Mostly False,mostly false,True,False
"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.",false,en,Final Answer: Mostly False,mostly false,False,False
"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.",true,en,Final Answer: Mostly True,mostly true,False,False
"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.""",true,en,Final Answer: Mostly True,mostly true,False,False
Bill McCollum said tax cuts don't work.,mostly false,en,Final Answer: False,false,False,False
Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Says President Donald Trump’s ""executive order leads to capture of ISIS leader, Rasheed Muhammad.""",false,en,Final Answer: False,false,True,False
Says #MeToo movement sign suggested assaulting First Lady Melania Trump.,false,en,Final Answer: False,false,True,False
Robert Hurt supported a bill that helped the uranium industry after taking contributions from the industry and because his father had a stake in it.,mostly false,en,Final Answer: Mostly True,mostly true,False,False
"Says Sen. Tammy Baldwin ""claims to support a 'Buy America' philosophy, but her actions speak louder than her empty words.""",false,en,Final Answer: Mostly False,mostly false,False,False
"Says Deborah Ross ""supports the Iran nuclear deal and the ransom it paid for hostages.""",half true,en,Final Answer: Mostly False,mostly false,False,False
"Says Rep. Bruce Braley, D-Iowa, ""skipped an important VA reform hearing to attend three fundraisers.""",mostly false,en,Final Answer: True,true,False,False
(John McCain) was even mentioned as a running mate with John Kerry.,true,en,Final Answer: Mostly False,mostly false,False,False
"Says Ted Budd ""voted to gut protections for pre-existing conditions … letting insurance companies deny coverage for (necessary) treatment.""",half true,en,Final Answer: Mostly False,mostly false,False,False
"Even with full control of the House, Senate and White House, Republicans have still failed to deliver on their promise of higher wages for working families.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
A man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone.,true,en,Final Answer: False,false,False,False
Zephyr Teachout says she is against Super PACs despite taking money from Super PAC donors,true,en,Final Answer: Mostly True,mostly true,False,False
Rep. Paul Gosar asks Capitol Police to arrest illegal immigrants attending State of the Union.,true,en,Final Answer: True,true,True,False
true,true,en,Final Answer: True,true,True,False
"Abortion in the U.S. ""is at an all time legal low.""",half true,en,Final Answer: True,true,False,False
"Says ""Tommy Thompson's tax plan amounts to an average tax cut of almost $87,000 for the top 1 percent.""",mostly true,en,Final Answer: True,true,False,False
Natalyn Archibong skipped (Atlanta) City Council meetings or was late 90% of the time. Then she voted herself a pay raise.,mostly false,en,Final Answer: Mostly True,mostly true,False,False
"Promotes a chart saying that Barack Obama has ""increased the debt"" by 16 percent, compared to George W. Bush, who increased it by 115 percent.",false,en,Final Answer: Half True,half true,False,False
"Georgia has the most restrictive ballot access laws in the country.”	true
en	politifact.com	Dec 13, 2013 ... Says Rep. Steve Stockman basically wants gun-filled zones in schools."" —  PunditFact on ... We want to hear your suggestions and comments.",true,en,Final Answer: True,true,True,False
Forty-six states have a line-item veto for the governor.,mostly true,en,Final Answer: False,false,False,False
Trump proposed enacting the largest tax increase in American history.,true,en,Final Answer: False,false,False,False
"Texas has 600,000 registered voters who don’t have the kind of photo ID needed to vote.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Numbers on illegal immigrants ""are down in terms of apprehensions, which indicates fewer illegal crossings, but also up in terms of actual enforcement actions.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Flip Flop! After opposing term limits for decades, Adam Putnam adopts Donald Trump and Ron DeSantis’ position.",half true,en,Final Answer: Mostly True,mostly true,False,False
Far more children died last year drowning in their bathtubs than were killed accidentally by guns.,false,en,Final Answer: Mostly True,mostly true,False,False
"The Chris Hani Baragwanath in South Africa is ""the world’s third-biggest hospital.""",half true,en,Final Answer: True,true,False,False
"We're borrowing money from China and Saudi Arabia ""to finance this war"" in Iraq.",half true,en,Final Answer: Mostly False,mostly false,False,False
More than 70 percent of American adults have committed a crime that could lead to imprisonment.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Says that except for foreign policy, Ron Paul’s voting record and his voting record are virtually identical.",true,en,Final Answer: Mostly True,mostly true,False,False
"Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.",mostly false,en,Final Answer: Mostly False,mostly false,True,False
Darryl Hicks had seven ethics violations and didn't pay most of the fines.,half true,en,Final Answer: False,false,False,False
Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.,false,en,Final Answer: Mostly False,mostly false,False,False
"When Mitt Romney was governor, Massachusetts ranked 47th out of 50 states in job creation.",half true,en,Final Answer: Mostly True,mostly true,False,False
"Roy Barnes ""made Georgia dead last in education"" and Georgia ""led the nation in job losses.""",half true,en,Final Answer: Mostly False,mostly false,False,False
"Rhode Island has the ""worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska.""",true,en,Final Answer: Mostly True,mostly true,False,False
"Says David Rivera ""received a $5,000 campaign contribution from Congressman Spencer Bachus, who is currently under House Ethics investigation for insider trading.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"When Georgia tightened its voter identification laws, the state sent a van and photographer to the homes of people who needed photo IDs and made them for free.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
You (Evan Jenkins) said your philosophy was ‘progressive mainstream’ back in 2003.,half true,en,Final Answer: False,false,False,False
$16 trillion (the national debt) in $1 bills would cover the entire state of Ohio nearly 1.5 times.,true,en,"To evaluate the claim, we need to calculate the area that $16 trillion in $1 bills would cover and compare it to the area of Ohio.

1. **Area of Ohio**: Ohio has an area of approximately 44,825 square miles.

2. **Size of a $1 bill**: A U.S. $1 bill measures about 2.61 inches by 6.14 inches, which is approximately 0.0111 square meters (or 0.0000111 square kilometers).

3. **Total area covered by $16 trillion in $1 bills**:
   - $16 trillion is 16,000,000,000,000 $1 bills.
   - The total area covered by these bills would be:
     \[
     16,000,000,000,000 \text{ bills} \times 0.0000111 \text{ km}^2/\text{bill} \approx 177,600 \text{ km}^2
     \]

4. **Convert km² to mi²**: 
   - 1 square kilometer is approximately 0.386102 square miles.
   - Therefore, the area in square miles is:
     \[
     177,600 \text{ km}^2 \times 0.386102 \text{ mi}^2/\text{km}^2 \approx 68,800 \text{ mi}^2
     \]

5. **Comparison**:
   - The area of Ohio is about 44,825 square miles.
   - The area covered by $16 trillion in $1 bills is approximately 68,800 square miles.
   - This means that $16 trillion in $1 bills would cover Ohio about 1.54 times (68,800 / 44,825).

Since the claim states that it would cover the entire state of Ohio nearly 1.5 times, this is accurate.

Final Answer: True",true,True,False
"Newt Gingrich ""has suggested"" building ""a mirror system in space"" could improve the Earth’s habitability.",true,en,Final Answer: Mostly True,mostly true,False,False
"Students today ""take more years to get through"" college.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"The poverty rate for families in which a husband and a wife work is 5 percent, but in families headed by one person … ""it's 30 percent today.""",half true,en,Final Answer: Mostly True,mostly true,False,False
Go look at a Trump product. They’re all made in China.,mostly false,en,Final Answer: Mostly False,mostly false,True,False
"McCain's attacks on Obama are 'not true,' 'false,' 'baloney,' according to media outlets.",half true,en,Final Answer: True,true,False,False
"It’s legal to ""sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition,"" but only one signature counts",true,en,Final Answer: True,true,True,False
"The Bush-era tax cuts failed to increase employment and ""work-force participation fell in 2001 and has never returned to the record level set in 2000.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
Texas leads the country in animal deaths by sodium cyanide M-44s.,true,en,Final Answer: True,true,True,False
90% of Americans want national background checks that close loopholes.,true,en,Final Answer: Mostly True,mostly true,False,False
"On U.S.-Israeli relations, Prime Minister Benjamin Netanyahu ""set the record straight — he said, our two countries have 'exactly the same policy' (and) 'our security cooperation is unprecedented.'""",half true,en,Final Answer: Mostly True,mostly true,False,False
"Says Mark Pocan’s proposal to eliminate the U.S. Immigration and Customs Enforcement (ICE) would ""eliminate border enforcement.""",false,en,Final Answer: Mostly False,mostly false,False,False
"Under Lee Fisher Ohio has lost nearly 400,000 jobs.",half true,en,Final Answer: Mostly True,mostly true,False,False
"Says that under his tax plan, ""no matter where you are in the stratosphere, you're going to be getting a tax cut.""",false,en,Final Answer: Mostly False,mostly false,False,False
Overwhelming Democrat and Republican votes in 2011 for legislation in two special sessions on jobs demonstrated the bipartisan nature of the Wisconsin Legislature.,mostly false,en,Final Answer: Mostly True,mostly true,False,False
One out of 10 minimum-wage workers in the U.S. live in Texas.,true,en,Final Answer: True,true,True,False
"Says Charlie Crist ""implemented Jeb Bush’s A+ Plan.""",true,en,Final Answer: False,false,False,False
GEORGIA ROADWAY FATALITIES THIS YEAR: 59 PLEASE DRIVE SAFELY,true,en,Final Answer: True,true,True,False
(Fritz) Kaegi managed a fund that invested nearly $30 million in private prisons.,mostly false,en,Final Answer: False,false,False,False
Candidates for governor routinely disclose their spouses’ tax returns.,mostly true,en,Final Answer: Mostly False,mostly false,False,False
"Says Thomas Jefferson helped ""craft"" the Constitution.",false,en,Final Answer: Mostly False,mostly false,False,False
"The health care reform law ""reduces the deficit by nearly $1.2 trillion over the next two decades.""",half true,en,Final Answer: Mostly True,mostly true,False,False
"Obama served on a board with former Weather Underground member William Ayers and ""that relationship with Mr. Ayers on this board continued after 9/11.""",true,en,Final Answer: Mostly True,mostly true,False,False
"To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldn’t have spent $1 trillion.""",true,en,"To evaluate the claim, we need to calculate how many days have passed since the birth of Jesus Christ, which is traditionally dated to around 1 AD. 

Assuming Jesus was born in 1 AD, as of 2023, that would be approximately 2023 years. 

Calculating the total number of days:
- 2023 years * 365 days/year = 738395 days
- Adding leap years (approximately 1 leap year every 4 years): 2023 / 4 = about 505 leap years
- Total days = 738395 + 505 = 738900 days (approximately)

Now, if you spend $1 million every day for 738900 days:
- Total spent = 738900 days * $1,000,000/day = $738,900,000,000 (or $738.9 billion)

Since $738.9 billion is significantly less than $1 trillion, the claim that you wouldn't have spent $1 trillion is accurate.

Final Answer: True",true,True,False
We are at a 40-year low in our crime rate in our state.,true,en,Final Answer: True,true,True,False
We have the fewest people employed in this country since 1979.,half true,en,Final Answer: False,false,False,False
"Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.",mostly true,en,Final Answer: False,false,False,False
Say Portland Public Schools' central administration makes up less than 4 percent of the staff.,mostly true,en,Final Answer: True,true,False,False
Sen. Obama worked on some of the deepest issues we had and was successful in a bipartisan way.,true,en,Final Answer: Mostly True,mostly true,False,False
Says she has opposed measures to weaken the Dodd-Frank Wall Street regulatory bill and campaign-finance legislation when they were offered as stand-alone bills.,half true,en,Final Answer: True,true,False,False
"Sotomayor thinks ""that one’s sex, race and ethnicity ought to affect the decisions one renders from the bench.""",half true,en,Final Answer: Mostly True,mostly true,False,False
The state budget has actually grown by $4.6 billion under Gov. Scott Walker’s actions.,half true,en,Final Answer: Mostly True,mostly true,False,False
"More ""25- to 34-year-olds are moving to Austin than any other city in America.""",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"We’ve been able to create about 60,000 net new jobs in Virginia since February.",mostly true,en,Final Answer: True,true,False,False
"In 1984, the New York Times said Trump would be our BEST president.",false,en,Final Answer: False,false,True,False
"If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes under the state income-tax cut, but ""it didn’t show up in your paycheck.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,true,en,Final Answer: True,true,True,False
"Says NFL Commissioner Roger Goodell interviewed domestic abuse victim Janay Rice with Ray Rice present and for ""every domestic violence agency, every law enforcement agency, that’s a no-no.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Says PolitiFact has said he ""kept a campaign promise to toughen ethics rules.""",half true,en,Final Answer: Mostly True,mostly true,False,False
"In the ""Obama economy ... the youth unemployment rate is double the unemployment rate for all Americans.""",half true,en,Final Answer: Mostly True,mostly true,False,False
"The largest low-wage employer ""is not McDonalds or Walmart but the U.S. government.""",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"Since Mr. Foster's been mayor, we have less small businesses in the city of St. Petersburg.",false,en,Final Answer: Half True,half true,False,False
"For the first time in history, Wisconsin has more government jobs than manufacturing jobs.",mostly true,en,Final Answer: True,true,False,False
Even with a permanent income tax increase... the budget is more than $1 billion out of balance…,mostly true,en,Final Answer: True,true,False,False
"Every month since 9/11, there have been as many suicide attacks against the United States and its allies as there were in all the years leading up to 9/11.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes.",false,en,Final Answer: True,true,False,False
"Over the last 10 years, incomes for the top 1 percent ""have grown."" Meanwhile, the bottom half of the country, ""they've seen their wages stagnate.""",true,en,Final Answer: Mostly True,mostly true,False,False
Says Texas wildfires are linked to climate change.,half true,en,Final Answer: Mostly True,mostly true,False,False
